Private:Deposits,Private:Loans,Private:GovBonds,Private:Currency,Private:NetWorth,Banks:Loans,Banks:Reserves,Banks:Deposits,Banks:BankEquity,Government:TGA,Government:GovBonds,Government:GovEquity,CentralBank:Reserves,CentralBank:Currency,CentralBank:TGA,CentralBank:GovBonds,CentralBank:CBEq
2441.709302282188,2720.313534292916,11888.24708999909,0.0,11609.642857988361,2720.313534292916,245.46312266949434,2441.709302282188,524.0673546802218,0.0,11888.24708999909,-11888.24708999909,245.46312266949434,0.0,0.0,0.0,-245.46312266949434
2461.879483596043,2747.516669635845,11993.430174984902,0.0,11707.7929889451,2747.516669635845,245.87222787394344,2461.879483596043,531.5094139137454,0.0,11993.430174984902,-11993.430174984902,245.87222787394344,0.0,0.0,0.0,-245.87222787394344
2482.2478276299453,2774.9918363322035,12098.838399867363,0.0,11806.094391165105,2774.9918363322035,246.28201492039997,2482.2478276299453,539.0260236226582,0.0,12098.838399867363,-12098.838399867363,246.28201492039997,0.0,0.0,0.0,-246.28201492039997
2502.816313061852,2802.7417546955257,12204.47236325338,0.0,11904.546921619707,2802.7417546955257,246.69248494526732,2502.816313061852,546.617926578941,0.0,12204.47236325338,-12204.47236325338,246.69248494526732,0.0,0.0,0.0,-246.69248494526732
2523.5869383540403,2830.769172242481,12310.33266643084,0.0,12003.150432542401,2830.769172242481,247.1036390868428,2523.5869383540403,554.2858729752834,0.0,12310.33266643084,-12310.33266643084,247.1036390868428,0.0,0.0,0.0,-247.1036390868428
2544.5617219509522,2859.076863964906,12416.419913388805,0.0,12101.904771374851,2859.076863964906,247.51547848532084,2544.5617219509522,562.0306204992744,0.0,12416.419913388805,-12416.419913388805,247.51547848532084,0.0,0.0,0.0,-247.51547848532084
2565.7427024790104,2887.667632604555,12522.7347108379,0.0,12200.809780712356,2887.667632604555,247.92800428279637,2565.7427024790104,569.8529344083408,0.0,12522.7347108379,-12522.7347108379,247.92800428279637,0.0,0.0,0.0,-247.92800428279637
2587.1319389484397,2916.5443089306004,12629.2776682309,0.0,12299.865298248738,2916.5443089306004,248.34121762326765,2587.1319389484397,577.7535876054285,0.0,12629.2776682309,-12629.2776682309,248.34121762326765,0.0,0.0,0.0,-248.34121762326765
2608.7315109571005,2945.7097520199063,12736.04939778349,0.0,12399.071156720685,2945.7097520199063,248.75511965263973,2608.7315109571005,585.7333607154455,0.0,12736.04939778349,-12736.04939778349,248.75511965263973,0.0,0.0,0.0,-248.75511965263973
2630.5435188963643,2975.1668495401054,12843.050514495244,0.0,12498.427183851501,2975.1668495401054,249.16971151872747,2630.5435188963643,593.7930421624687,0.0,12843.050514495244,-12843.050514495244,249.16971151872747,0.0,0.0,0.0,-249.16971151872747
2652.570084159045,3004.9185180355066,12950.28163617078,0.0,12597.933202294318,3004.9185180355066,249.5849943712587,2652.570084159045,601.9334282477203,0.0,12950.28163617078,-12950.28163617078,249.5849943712587,0.0,0.0,0.0,-249.5849943712587
2674.8133493494142,3034.9677032158615,13057.743383441119,0.0,12697.589029574672,3034.9677032158615,250.00096936187748,2674.8133493494142,610.155323228325,0.0,13057.743383441119,-13057.743383441119,250.00096936187748,0.0,0.0,0.0,-250.00096936187748
2697.2754784953113,3065.31738024802,13165.436379785253,0.0,12797.394478032544,3065.31738024802,250.41763764414728,2697.2754784953113,618.4595393968561,0.0,13165.436379785253,-13165.436379785253,250.41763764414728,0.0,0.0,0.0,-250.41763764414728
2719.958657262377,3095.9705540505,13273.361251551907,0.0,12897.349354763785,3095.9705540505,250.83500037355415,2719.958657262377,626.8468971616771,0.0,13273.361251551907,-13273.361251551907,250.83500037355415,0.0,0.0,0.0,-250.83500037355415
2742.8650931704333,3126.9302595910053,13381.5186279815,0.0,12997.45346156093,3126.9302595910053,251.25305870751004,2742.8650931704333,635.3182251280823,0.0,13381.5186279815,-13381.5186279815,251.25305870751004,0.0,0.0,0.0,-251.25305870751004
2765.9970158120154,3158.1995621869155,13489.909141228329,0.0,13097.70659485343,3158.1995621869155,251.67181380535587,2765.9970158120154,643.8743601802557,0.0,13489.909141228329,-13489.909141228329,251.67181380535587,0.0,0.0,0.0,-251.67181380535587
2789.356677073105,3189.781557808785,13598.53342638294,0.0,13198.108545647263,3189.781557808785,252.09126682836478,2789.356677073105,652.5161475640448,0.0,13598.53342638294,-13598.53342638294,252.09126682836478,0.0,0.0,0.0,-252.09126682836478
2812.946351356058,3221.6793733868726,13707.392121494733,0.0,13298.65909946392,3221.6793733868726,252.5114189397454,2812.946351356058,661.2444409705599,0.0,13707.392121494733,-13707.392121494733,252.5114189397454,0.0,0.0,0.0,-252.5114189397454
2836.768335804767,3253.896167120741,13816.485867594754,0.0,13399.358036278778,3253.896167120741,252.93227130464498,2836.768335804767,670.0601026206191,0.0,13816.485867594754,-13816.485867594754,252.93227130464498,0.0,0.0,0.0,-252.93227130464498
2860.8249505320755,3286.4351287919485,13925.815308718724,0.0,13500.20513045885,3286.4351287919485,253.35382509015267,2860.8249505320755,678.9640033500255,0.0,13925.815308718724,-13925.815308718724,253.35382509015267,0.0,0.0,0.0,-253.35382509015267
2885.1185388494655,3319.299480079868,14035.381091930267,0.0,13601.200150699866,3319.299480079868,253.77608146530295,2885.1185388494655,687.9570226957053,0.0,14035.381091930267,-14035.381091930267,253.77608146530295,0.0,0.0,0.0,-253.77608146530295
2909.65146749904,3352.4924748806666,14145.183867344373,0.0,13702.342859962748,3352.4924748806666,254.19904160107845,2909.65146749904,697.0400489827052,0.0,14145.183867344373,-14145.183867344373,254.19904160107845,0.0,0.0,0.0,-254.19904160107845
2934.4261268878267,3386.0173996294734,14255.224288151065,0.0,13803.633015409418,3386.0173996294734,254.6227066704136,2934.4261268878267,706.2139794120603,0.0,14255.224288151065,-14255.224288151065,254.6227066704136,0.0,0.0,0.0,-254.6227066704136
2959.44493132443,3419.877573625768,14365.503010639306,0.0,13905.070368337967,3419.877573625768,255.0470778481976,2959.44493132443,715.4797201495358,0.0,14365.503010639306,-14365.503010639306,255.0470778481976,0.0,0.0,0.0,-255.0470778481976
2984.710319258039,3454.0763493620257,14476.020694221115,0.0,14006.65466411713,3454.0763493620257,255.47215631127796,2984.710319258039,724.8381864152648,0.0,14476.020694221115,-14476.020694221115,255.47215631127796,0.0,0.0,0.0,-255.47215631127796
3010.224753519834,3488.6171128556457,14586.778001455923,0.0,14108.385642120113,3488.6171128556457,255.89794323846343,3010.224753519834,734.2903025742753,0.0,14586.778001455923,-14586.778001455923,255.89794323846343,0.0,0.0,0.0,-255.89794323846343
