Money_M1,Private_Debt,Private_Bonds,Bank_Reserves,Private_NFA,Banks_NFA,NonGov_NFA,Public_NFP,Sector_Balance_Check
4677.96218975606,4893.054076048666,18492.201148224696,541.6095655956894,18277.10926193209,1156.7014518882952,19433.810713820385,-19433.810713820385,0.0
4714.147518754514,4941.984616809153,18611.734592873552,542.5122482050156,18383.897494818913,1170.3493462596543,19554.246841078566,-19554.246841078566,0.0
4750.689205798871,4991.404462977244,18731.533693884045,543.4164352853572,18490.81843670567,1184.1316924637313,19674.950129169403,-19674.950129169403,0.0
4787.590809890218,5041.318507607017,18851.5992493795,544.3221293441661,18597.871551662698,1198.0498270609642,19795.921378723662,-19795.921378723666,-3.637978807091713e-12
4824.8559256158405,5091.731692683087,18971.932061748346,545.2293328930731,18705.0562946811,1212.1050999603194,19917.16139464142,-19917.161394641418,3.637978807091713e-12
4862.488183505074,5142.649009609918,19092.532937679363,546.1380484478948,18812.372111574517,1226.298874552739,20038.670986127257,-20038.670986127257,0.0
4900.491250388727,5194.075499706017,19213.40268819721,547.0482785286413,18919.81843887992,1240.6325278459308,20160.45096672585,-20160.45096672585,0.0
4938.868829762092,5246.016254703077,19334.542128698344,547.9600256595223,19027.39470375736,1255.107450600507,20282.502154357866,-20282.502154357866,0.0
4977.62466215158,5298.476417250107,19455.952078987248,548.8732923689548,19135.10032388872,1269.725047467482,20404.8253713562,-20404.8253713562,0.0
5016.762525485041,5351.461181422608,19577.63336331303,549.7880811895698,19242.93470737546,1284.4867371271375,20527.4214445026,-20527.4214445026,0.0
5056.286235465763,5404.975793236834,19699.58681040636,550.704394658219,19350.897252635288,1299.39395242929,20650.29120506458,-20650.29120506458,0.0
5096.19964595023,5459.025551169202,19821.813253516753,551.6222353159826,19458.987348297782,1314.4481405349552,20773.435488832736,-20773.435488832736,0.0
5136.50664932965,5513.615806680894,19944.313530450243,552.5416057081759,19567.204373099,1329.6507630594197,20896.85513615842,-20896.855136158418,3.637978807091713e-12
5177.211176915299,5568.751964747703,20067.088483607375,553.4625083843562,19675.54769577497,1345.0032962167597,21020.55099199173,-21020.55099199173,0.0
5218.317199327713,5624.4394843951795,20190.138960021603,554.3849458983301,19784.01667495414,1360.5072309657971,21144.523905919938,-21144.523905919934,3.637978807091713e-12
5259.828726889786,5680.683879239132,20313.465811398022,555.3089208081607,19892.610659048678,1376.1640731575071,21268.774732206184,-21268.774732206184,0.0
5301.749810023788,5737.490718031523,20437.069894152497,556.2344356761741,20001.32898614476,1391.9753436839092,21393.30432982867,-21393.304329828672,-3.637978807091713e-12
5344.084539652352,5794.865625211838,20560.952069451152,557.1614930689677,20110.170983891665,1407.9425786284537,21518.11356252012,-21518.11356252012,0.0
5386.837047603474,5852.814281463957,20685.113203250254,558.090095557416,20219.13596938977,1424.0673294178987,21643.203298807668,-21643.203298807668,0.0
5430.011507019571,5911.342424278597,20809.554166336464,559.0202457166783,20328.22324907744,1440.351162975704,21768.574412053145,-21768.57441205314,3.637978807091713e-12
5473.6121327706105,5970.455848521383,20934.275834367487,559.9519461262062,20437.432118616714,1456.7956618769786,21894.227780493693,-21894.227780493693,0.0
5517.643181871395,6030.160407006597,21059.279087913106,560.8851993697499,20546.76186277791,1473.4024245049513,22020.16428728286,-22020.164287282856,3.637978807091713e-12
5562.108953902999,6090.462011076663,21184.564812496625,561.8200080353662,20656.211755322962,1490.17306520903,22146.384820531992,-22146.384820531992,0.0
5607.0137914384295,6151.366631187429,21310.133898636686,562.7563747154252,20765.781058887686,1507.1092144644253,22272.89027335211,-22272.89027335211,0.0
5652.362080472543,6212.880297499304,21435.98724188951,563.6943020066176,20875.46902486275,1524.2125190333782,22399.681543896128,-22399.681543896128,0.0
5698.158250856266,6275.009100474297,21562.125742891545,564.633792509962,20985.274893273516,1541.4846421279926,22526.759535401507,-22526.759535401507,0.0
5744.406776735142,6337.75919147904,21688.5503074025,565.5748488308119,21095.1978926586,1558.9272635747102,22654.125156233313,-22654.125156233313,0.0
5791.112176992281,6401.13678339383,21815.261846348836,566.5174735788632,21205.237239947284,1576.5420799804124,22781.779319927697,-22781.7793199277,-3.637978807091713e-12
5838.279015695734,6465.148151227769,21942.26127586763,567.4616693681613,21315.392140335596,1594.3308049001953,22909.722945235793,-22909.72294523579,3.637978807091713e-12
5885.911902550332,6529.799632740046,22069.5495173509,568.4074388171083,21425.661787161185,1612.295169006822,23037.956956168007,-23037.956956168007,0.0
5934.015493354059,6595.097629067446,22197.12749749034,569.3547845484701,21536.045361776953,1630.4369202618573,23166.48228203881,-23166.48228203881,0.0
5982.5944904589705,6661.048605358121,22324.996148322472,570.3037091893842,21646.54203342332,1648.757824088534,23295.299857511854,-23295.299857511858,-3.637978807091713e-12
6031.653643236741,6727.659091411702,22453.15640727428,571.2542153713664,21757.150959099316,1667.2596635463278,23424.410622645642,-23424.410622645646,-3.637978807091713e-12
6081.19774854885,6794.9356823258195,22581.609217209232,572.2063057303187,21867.87128343226,1685.9442395072883,23553.81552293955,-23553.815522939552,-3.637978807091713e-12
6131.231651221479,6862.885039149078,22710.355526473777,573.159982906536,21978.702138546178,1704.8133708341347,23683.51550938031,-23683.51550938031,0.0
6181.760244525159,6931.513889540569,22839.39628894429,574.1152495447136,22089.642643928877,1723.8688945601234,23813.511538489,-23813.511538489,0.0
6232.7884706592,7000.829028435975,22968.73246407445,575.0721082939547,22200.691906297674,1743.1126660707287,23943.804572368404,-23943.804572368404,0.0
6284.321321240989,7070.837318720334,23098.365016943113,576.0305618077779,22311.84901946377,1762.5465592871233,24074.395578750893,-24074.39557875089,3.637978807091713e-12
6336.363837800159,7141.545691907538,23228.294918302607,576.9906127441242,22423.11306419523,1782.1724668515035,24205.285531046735,-24205.28553104673,3.637978807091713e-12
6388.92111227771,7212.961148826613,23358.523144627517,577.9522637653644,22534.483108078613,1801.9923003142676,24336.475408392882,-24336.475408392882,0.0
6441.998287530118,7285.090760314879,23489.050678163945,578.9155175383065,22645.958205379182,1822.0079903230671,24467.966195702247,-24467.96619570225,-3.637978807091713e-12
6495.600557838493,7357.941667918028,23619.87850697923,579.8803767342037,22757.537396899694,1842.221486813738,24599.75888371343,-24599.75888371343,0.0
6549.733169422811,7431.521084597208,23751.00762501216,580.8468440287606,22869.219709837766,1862.634759203157,24731.85446904092,-24731.85446904092,0.0
6604.4014209613115,7505.83629544318,23882.43903212368,581.814922102142,22981.00415764181,1883.2497965840103,24864.253954225824,-24864.25395422582,3.637978807091713e-12
6659.610664115066,7580.894658397611,24014.173734148062,582.7846136389788,23092.889739865517,1904.0686079215238,24996.95834778704,-24996.95834778704,0.0
6715.366304057812,7656.703604981587,24146.212742944605,583.7559213283771,23204.875442020828,1925.0932222521515,25129.96866427298,-25129.968664272983,-3.637978807091713e-12
6771.673800011072,7733.270641031403,24278.557076449804,584.7288478639243,23316.960235429473,1946.3256888842561,25263.285924313728,-25263.285924313728,0.0
6828.538665784624,7810.603347441717,24411.207758730056,585.7033959436975,23429.143077072964,1967.76807760079,25396.911154673755,-25396.91115467375,3.637978807091713e-12
6885.96647032239,7888.709380916134,24544.165820034847,586.6795682702704,23541.422909441102,1989.422478864015,25530.84538830512,-25530.845388305115,3.637978807091713e-12
6943.962838253766,7967.596474725296,24677.432296850475,587.6573675507208,23653.798660378947,2011.2910040222514,25665.0896644012,-25665.089664401195,3.637978807091713e-12
7002.533450450479,8047.272439472548,24811.008231954285,588.6367964966387,23766.269242932216,2033.3757855187087,25799.645028450926,-25799.645028450923,3.637978807091713e-12
7061.684044589004,8127.745163867274,24944.894674469433,589.6178578241331,23878.833555191166,2055.6789771024023,25934.512532293567,-25934.512532293567,0.0
7121.4204157186105,8209.022615505946,25079.092679920184,590.60055425384,23991.49048013285,2078.2027540411764,26069.693234174025,-26069.693234174025,0.0
7181.748416835083,8291.112841661006,25213.60331028774,591.5848885109297,24104.23888546182,2100.9493133368533,26205.18819879867,-26205.18819879867,0.0
7242.673959460185,8374.023970077616,25348.42763406662,592.5708633251145,24217.077623449186,2123.9208739425458,26340.99849739173,-26340.998497391734,-3.637978807091713e-12
7304.20301422692,8457.764209778392,25483.56672632156,593.5584814306565,24330.00553077009,2147.119676982129,26477.12520775222,-26477.125207752215,3.637978807091713e-12
7366.3416114706315,8542.341851876175,25619.021668745016,594.5477455663744,24443.021428339474,2170.547985971919,26613.569414311394,-26613.56941431139,3.637978807091713e-12
7429.095841826031,8627.765270394937,25754.793549715178,595.5386584756516,24556.12412114627,2194.208087044557,26750.332208190826,-26750.33220819083,-3.637978807091713e-12
7492.471856830185,8714.042923098887,25890.883464354567,596.5312229064443,24669.312398085865,2218.1022891751454,26887.41468726101,-26887.41468726101,0.0
